,Authors,ArticleTitle,Date,Abstract,Keywords,Affiliations
356,"D. Simmons, J. Voyle, B. Swinburn and K. O'Dea, ","""Community-based approaches for the primary prevention of non-insulin-dependent diabetes mellitus."", ",Jul. 1997,"""The prevalence of non-insulin-dependent (Type 2) diabetes mellitus (NIDDM) is increasing worldwide. Although recent studies suggest that primary prevention of NIDDM is possible, strategies for controlling the NIDDM pandemic remain under development. Successful interventions to date have mainly relied upon the control of obesity and increased exercise, although pharmacological agents are being studied. While a mixture of both high risk and population-based approaches is likely to be required, the former will not prevent new high risk cases developing. Unfortunately, the success in the primary prevention of cardiovascular disease through risk factor reduction has not controlled obesity, the most important risk factor for NIDDM. New strategies are currently being developed and focus upon changes in the food supply of whole populations and a community development approach to altering attitudes to food and exercise. As these interventions are in the early stages of their development, formative, process, and quantitative evaluation remain essential components of any community-based programme aimed at the primary prevention of NIDDM.""",,"""South Auckland Academic Division, University of Auckland, Middlemore Hospital, New Zealand."", "
357,"D. Raccah, ","""Comment on: Evans JMM, Ogston SA, Emslie-Smith A, Morris AD (2006) Risk of mortality and adverse cardiovascular outcomes in type 2 diabetes: a comparison of patients treated with sulfonylureas and metformin. Diabetologia 49:930-936."", ",May. 2007,,,
358,,"""Thrifty genotype rendered detrimental by progress?,"" ",Oct. 1989,,,
359,"JF. Caro and EB. Fisher, ","""A solution might be within people with diabetes themselves."", ",Jun. 2010,,,
360,"SE. Kjeldsen, I. Os, C. Farsang, JM. Mallion, L. Hansson and P. Sleight, ","""Treatment of hypertension in patients with type-2 diabetes mellitus."", ",2000,,,
361,"D. Weller, ","""Exploratory study on the positive participation in the DMP Type-2 Diabetes Mellitus in Westphalia Lippe."", ",2005,"""This exploratory study, carried out on behalf of an association of German health insurers, the AOK Bundesverband, examined the positive, subjective effects on patients participating in the Westphalia Lippe DMP Type-2 Diabetes Mellitus ('Curaplan', started June 2003) in terms of coping with diabetes and handling the disease. A two-stage qualitative method was selected: First, 250 respondents were questioned using 15-20 minutes half-structured telephone interviews; approximately 40% of the interviewed reported a subjective improvement related to participation in the Curaplan program. In a second step, in-depth interviews were then carried out with 50 of the respondents who had reported a profit from the program. Analyses proceeded in a phenomenon-oriented fashion according to a differentiation and a general psychological-coping perspective. At a differentiation level, eight modes of coping with the illness were reconstructed, for each of which respondents identified a specific improvement. These were: ""Consistent/rational commitment"", ""Discovery-oriented acceptance of challenge"", ""Search for illness-mediated compromise"", ""Anxious quest for increased control"", ""Blinkered denial"", ""Hopelessness"", ""Inability to cope and insecurity"", ""Selfless low prioritization of disease"". At a general level, five central positive dimensions of participation were observed: ""Relationship/not being alone"", ""Meaning/importance"", ""Knowledge/consciousness"", ""Ability to manage/competence gain"", as well as ""Happiness/optimism"". These dimensions complemented and supported one another. The results are not statistically representative but contribute to optimized implementation through psychological understanding of the best cases. Further studies should examine correlations of subjective processes with objective variables.""",,"""psychonomics health care, Köln. Dirk_Weller@gmx.de"", "
362,"JA. Grout, ","""Five stages."", ",Sep. 2014,,,
363,"D. Wilkins, ","""Dominique Wilkins."", ",Oct. 2014,,,
364,"WW. Khaing Oo, A. Riewpaiboon, S. Youngkong and K. Ko, ","""How Economic Analysis Increases the Awareness of Clinical Services: A Case of Diabetes Mellitus at a Teaching Hospital in Myanmar."", ",May. 2022,"""Myanmar faces a growing epidemic of type 2 diabetes mellitus, which has significant impact on the individual health and health service system; nevertheless, reliable cost estimate for treating diabetes is still unknown. Therefore, this study aimed to explore the treatment cost of hospitalization by type 2 diabetes mellitus and the association of complications and comorbidities with the treatment cost.""","Myanmar, cost of illness, hospital, treatment cost, type 2 diabetes, ","""Master of Science Program in Social, Economic and Administrative Pharmacy, Mahidol University, Bangkok, Thailand."", ""Division of Social and Administrative Pharmacy, Department of Pharmacy, Mahidol University, Bangkok, Thailand. Electronic address: arthorn.rie@mahidol.ac.th."", ""Division of Social and Administrative Pharmacy, Department of Pharmacy, Mahidol University, Bangkok, Thailand."", ""Diabetes and Endocrinology Department, University of Medicine 2, Yangon, Myanmar."", "
365,"P. Lefèbvre and M. Silink, ","""Diabetes fights for recognition."", ",Nov. 2006,,,"""International Diabetes Federation, B-1000 Brussels, Belgium. pierre@idf.org"", "
366,"F. Giorgino and S. Del Prato, ","""A master course on ""Methodologies for bio-medical research in diabetes""."", ",Oct. 2013,"""The Master Course on ""Methodologies for Bio-Medical Research in Diabetes"" was organized jointly by the University of Bari Aldo Moro, Bari, Italy, and the Italian Society of Diabetology (SID, Società Italiana di Diabetologia). This Course Program has been active throughout the academic year 2011-2012, and engaged selected students in lectures on diabetes research, training in laboratory work, and personal study on selected review articles and original papers. Lecturing activities involved 26 Italian and international experts in the field of diabetes and metabolism and were highly interactive also involving discussion of experimental data sets. The lectures addressed several aspects of diabetes aetiology, pathophysiology, and management, as well methodological and biotechnology topics. At the end of the Course, students were requested to write a review article on a research topic of their choice.""",,"""Section of Internal Medicine, Endocrinology, Andrology and Metabolic Diseases, Department of Emergency and Organ Transplantation, University of Bari Aldo Moro , Bari , Italy and."", "
367,"G. Velho and JJ. Robert, ","""Maturity-onset diabetes of the young (MODY): genetic and clinical characteristics."", ",2002,"""Maturity-onset diabetes of the young (MODY) is a genetically and clinically heterogeneous subtype of familial diabetes mellitus characterized by early onset, autosomal dominant inheritance and primary defects of insulin secretion. Mutations in six genes cause most of the MODY cases. These genes encode the enzyme glucokinase and the transcription factors hepatocyte nuclear factor 4alpha, hepatocyte nuclear factor 1alpha, insulin promoter factor-1, hepatocyte nuclear factor 1beta and neuroD1. Additional MODY genes remain to be identified. The study of families with MODY has shown that the different MODY subtypes present different metabolic and clinical profiles.""",,"""INSERM U-342, Hôpital Saint-Vincent-de-Paul, Paris, France. gvelho@infobiogen.fr"", "
368,"DM. Maahs and SR. Daniels, ","""A pediatric perspective: adult problems in kids, new challenges in pediatric diabetes."", ",Dec. 2007,,,
369,"RP. Choudhury and N. Akbar, ","""Beyond diabetes: a relationship between cardiovascular outcomes and glycaemic index."", ",Jul. 2021,,"Cardiovascular risk, Diabetes, Global, Obesity,  Glycaemic index, ","""Radcliffe Department of Medicine, University of Oxford, John Radcliffe Hospital, OX3 9DU Oxford, UK."", ""Radcliffe Department of Medicine, University of Oxford, John Radcliffe Hospital, OX3 9DU Oxford, UK."", "
370,"C. Llamas Urrutia, C. Ares Carceller and E. Hernández Figols, ","""Self monitoring using a capillary glycemia measurement. Diabetes mellitus, type 2."", ",Sep. 1996,,,
371,"G. Roksund, ","""Recommendations not followed."", ",Jun. 2004,,,
372,"KA. AlJohani, GE. Kendall and PD. Snider, ","""Psychometric Evaluation of the Summary of Diabetes Self-Care Activities-Arabic (SDSCA-Arabic): Translation and Analysis Process."", ",Jan. 2016,"""To translate and examine the psychometric properties of the Arabic version of the Summary of Diabetes Self-Care Activities.""","Arabic, diabetes, self-care, translation, ","""Ministry of Health, Al-Madinah, Saudi Arabia aljohani.khalid@gmail.com."", ""Curtin University, Perth, Western Australia, Australia."", ""Curtin University, Perth, Western Australia, Australia."", "
373,"AJ. Scheen, ","""How I treat... a non-obese patient with Type 2 diabetes."", ",Mar. 1994,,,"""Université de Liège, Service de Diabétologie, Nutrition et Maladies métaboliques."", "
374,"H. Oberpichler-Schwenk, ","""Diabetes prevention with paella and company."", ",Jul. 2008,,,
375,"T. Kadowaki, ","""113th Scientific Meeting of the Japanese Society of Internal Medicine: Presidential Lecture: Elucidation of Pathogenesis and Development of Therapeutic Strategy of Type 2 Diabetes -Progress in the Thirty Years."", ",Sep. 2016,,,
376,"F. Davidoff, ","""Control, complications, confidence: the Regenstrief Conference on the risks and benefits of intensive management in NIDDM."", ",Jan. 1996,,,
377,"MI. McCarthy, P. Froguel and GA. Hitman, ","""The genetics of non-insulin-dependent diabetes mellitus: tools and aims."", ",Oct. 1994,,,"""Medical Unit, London Hospital Medical College, UK."", "
